Cod_Estab,measure_L,measure_M
20-05-0218-43,-0.285,-0.146
20-05-0208-43,1.007,1.027
20-05-0218-43,-0.042,-0.138
20-05-0208-43,0.031,-0.014
20-05-0060-43,0.305,-0.847
20-05-0060-43,0.075,-0.59
20-05-0208-43,0.83,0.254
20-05-0060-43,1.068,-0.146
20-05-0060-43,-0.605,-0.743
20-05-0208-43,-0.042,-1.466
20-05-0208-43,0.147,-1.32
20-05-0208-43,-1.839,-0.677
20-05-0218-43,0.948,0.505
20-05-0208-43,0.147,0.249
14-18-1349-43,-0.285,-0.58
14-18-0710-43,0.42,-0.436
14-18-1349-43,-0.467,-1.098
14-18-0713-43,-0.467,-0.426
14-18-0710-43,0.075,-2.525
14-18-1349-43,-0.335,-0.58
14-18-1349-43,-0.684,-1.737
14-18-0710-43,-0.209,-1.41
14-18-0713-43,-0.911,-0.59
14-18-1349-43,-0.545,-1.117
14-18-0713-43,-0.162,-0.014
14-18-0710-43,0.375,0.656
14-18-0710-43,-0.412,0.385
14-18-0710-43,0.488,0.633
14-18-1349-43,-0.911,-1.41
09-14-0403-43,1.191,0.787
09-14-0403-43,0.488,0.763
09-14-0403-43,-0.684,1.179
09-14-0402-43,-1.496,-0.088
09-14-0396-43,0.885,-0.754
09-14-0402-43,0.83,0.515
09-14-0403-43,-0.545,1.836
09-14-0402-43,-0.684,0.925
09-14-0402-43,-0.412,-0.146
09-14-0402-43,-0.412,0.396
09-14-0396-43,-0.162,-0.677
09-14-0396-43,0.191,-0.299
09-14-0396-43,-0.209,0.134
09-14-0402-43,-0.087,0.396
09-14-0402-43,-0.991,0.378
09-14-0403-43,-0.752,0.128
09-14-0396-43,0.42,0.385
09-14-0396-43,0.262,-0.436
09-14-0402-43,-0.285,-0.088
09-14-0402-43,0.031,0.261
09-14-0403-43,1.191,1.35
09-14-0403-43,0.375,0.893
09-14-0402-43,-0.467,0.046
09-14-0403-43,0.191,1.062
09-14-0402-43,0.262,1.197
09-14-0402-43,-0.042,-0.138
09-14-0396-43,0.031,-0.741
09-14-0402-43,2.466,1.503
09-14-0396-43,0.885,-0.154
09-14-0396-43,-0.087,0.177
09-14-0403-43,0.601,-0.611
09-14-0403-43,-0.087,0.925
09-14-0403-43,0.649,0.645
09-14-0396-43,0.83,-0.58
09-14-0403-43,1.068,1.057
09-14-0402-43,-1.276,0.122
09-14-0402-43,-0.087,-0.147
09-14-0396-43,1.262,0.378
09-14-0402-43,0.031,0.505
09-14-0402-43,-0.285,-0.014
09-14-0396-43,0.488,-0.279
09-14-0402-43,0.649,0.688
09-14-0402-43,-0.285,0.046
09-14-0402-43,0.42,0.893
09-14-0402-43,0.375,-0.279
09-14-0402-43,-0.335,-1.303
09-14-0403-43,1.191,1.98
09-14-0396-43,0.147,-0.007
09-14-0402-43,-0.467,0.128
09-14-0403-43,-0.162,0.305
09-14-0396-43,0.305,-0.138
09-14-0396-43,-0.209,-0.677
09-14-0402-43,0.488,0.385
09-14-0402-43,-0.162,-0.154
09-14-0403-43,0.766,1.057
09-14-0403-43,0.948,0.305
09-14-0396-43,-0.684,-2.146
09-14-0403-43,0.375,1.081
09-14-0403-43,0.305,0.433
09-14-0396-43,-0.285,-0.677
09-14-0396-43,0.601,-0.783
09-14-0403-43,-0.545,0.134
09-14-0403-43,0.42,0.378
09-14-0403-43,0.766,1.165
06-04-0011-43,0.83,0.177
06-04-0011-43,-2.518,-3.342
06-04-0113-43,1.32,1.027
06-04-0113-43,1.068,0.656
06-04-0113-43,-1.579,-0.45
06-04-0011-43,-2.518,-2.632
06-04-0011-43,-3.332,-2.024
06-04-0107-43,0.948,0.134
06-04-0113-43,0.075,-0.012
06-04-0107-43,3.068,1.456
06-04-0011-43,1.132,-0.436
06-04-0113-43,0.147,0.688
06-04-0107-43,0.885,0.656
06-04-0107-43,0.715,0.907
06-04-0011-43,-1.839,-2.66
06-04-0113-43,-0.911,0.385
06-04-0107-43,1.542,0.515
06-04-0113-43,0.601,-0.59
06-04-0113-43,1.859,1.629
06-04-0113-43,0.305,1.057
06-04-0113-43,0.488,0.385
06-04-0113-43,0.534,-0.288
06-04-0113-43,1.694,1.613
06-04-0113-43,-0.467,0.046
06-04-0107-43,-0.467,0.12
06-04-0113-43,-0.684,0.177
06-04-0113-43,0.305,1.197
06-04-0113-43,1.191,1.35
06-04-0107-43,0.262,-0.288
06-04-0107-43,0.305,0.947
06-04-0113-43,-0.087,-0.138
06-04-0107-43,0.534,0.79
06-04-0107-43,1.068,0.56
12-16-0022-43,-0.042,-4.673
12-16-0022-43,-3.245,-3.342
12-16-0751-43,-0.285,0.12
12-16-0751-43,-0.087,0.265
12-16-0758-43,0.766,0.385
12-16-0751-43,-0.042,0.378
12-16-0758-43,-0.467,-0.918
12-16-0022-43,1.398,1.197
12-16-0022-43,0.305,0.12
12-16-0758-43,0.766,-0.088
12-16-0758-43,1.132,0.261
12-16-0751-43,-0.412,0.134
12-16-0022-43,0.601,-0.088
12-16-0022-43,-0.087,0.394
12-16-0751-43,-0.209,-0.288
12-16-0751-43,-0.467,-0.226
12-16-0022-43,-0.412,-0.286
12-16-0751-43,-0.684,-1.737
12-16-0751-43,-0.412,-0.226
12-16-0022-43,1.262,0.122
12-16-0758-43,0.83,0.56
12-16-0758-43,2.283,1.165
12-16-0758-43,1.007,0.396
12-16-0022-43,-0.605,-4.465
12-16-0022-43,-0.412,-1.737
12-16-0751-43,0.191,-0.007
12-16-0751-43,0.601,-0.226
12-16-0758-43,1.068,-0.007
12-16-0751-43,-0.605,0.122
12-16-0022-43,1.132,-1.41
12-16-0751-43,1.859,-0.014
12-16-0022-43,0.191,0.433
12-16-0751-43,0.031,-0.147
12-16-0022-43,0.191,-1.117
12-16-0022-43,1.068,-0.611
12-16-0022-43,-0.911,-0.969
12-16-0022-43,1.746,-0.286
12-16-0758-43,0.375,0.177
12-16-0022-43,-3.332,-4.614
12-16-0751-43,0.375,-1.685
12-16-0022-43,0.83,0.56
12-16-0751-43,0.83,-0.007
12-16-0751-43,0.766,-2.024
12-16-0751-43,1.908,1.307
12-16-0751-43,-0.285,-0.519
12-16-0751-43,-0.412,-0.288
12-16-0758-43,0.075,0.12
12-16-0758-43,1.595,1.179
12-16-0751-43,2.775,1.057
12-16-0022-43,1.908,-1.32
12-16-0758-43,0.885,0.396
12-16-0022-43,0.649,0.787
12-16-0751-43,0.534,-0.014
12-16-0758-43,0.715,0.261
12-16-0758-43,-0.412,-1.809
12-16-0022-43,0.262,0.79
12-16-0022-43,-0.209,-0.59
12-16-0751-43,1.454,-0.138
12-16-0751-43,-0.209,0.525
12-16-0751-43,-1.579,-0.918
16-14-8597-43,0.488,-0.299
16-14-6984-43,0.031,-0.58
16-14-6984-43,-0.467,-0.146
16-14-8597-43,4.259,0.265
16-14-6984-43,-0.335,0.254
16-14-6984-43,-0.684,-0.611
16-14-8597-43,0.534,-0.007
16-14-6984-43,-0.285,-0.288
16-14-8597-43,0.075,-0.743
16-14-8597-43,-0.209,0.128
16-14-8597-43,1.32,-0.088
16-14-8597-43,0.885,0.122
16-14-1016-43,-0.605,-0.918
16-14-1016-43,-1.165,-1.031
16-14-8597-43,0.649,-0.783
16-14-8597-43,1.132,-0.154
16-14-8597-43,0.601,-0.279
16-14-6984-43,-0.832,0.433
16-14-6984-43,0.262,-0.286
16-14-1016-43,-0.684,-0.45
16-14-8597-43,1.746,0.907
16-14-1016-43,-0.087,-0.928
16-14-8597-43,1.007,0.657
16-14-8597-43,-0.087,-0.847
16-14-8597-43,0.766,0.305
16-14-8597-43,-0.467,-0.426
16-14-8597-43,0.83,0.249
16-14-8597-43,0.488,-0.288
16-14-8597-43,-0.752,-0.286
16-14-8597-43,0.147,0.525
16-14-8597-43,-0.412,-0.581
16-14-8597-43,1.542,1.081
14-05-5429-43,0.649,-0.847
14-05-0040-43,-0.605,-0.369
14-05-0040-43,-0.042,-0.299
14-05-0040-43,0.948,0.265
14-05-0040-43,0.191,-1.109
14-05-0040-43,0.42,-0.012
14-05-0040-43,-0.209,-0.299
14-05-0040-43,-0.832,-0.754
14-05-0040-43,-0.042,-1.842
14-05-0040-43,0.075,-1.235
14-05-0040-43,0.075,-0.138
14-05-0040-43,-0.162,-0.299
14-05-5429-43,-1.276,-0.743
14-05-5429-43,-0.467,-1.098
14-05-0040-43,0.488,-0.912
14-05-5429-43,-1.359,0.177
14-05-0040-43,-0.335,-0.754
14-05-0040-43,0.147,0.046
14-05-5429-43,-3.245,-2.191
14-05-4997-43,-0.752,-0.928
14-05-5429-43,-0.545,-0.43
14-05-0040-43,-1.165,-0.847
14-05-0040-43,0.191,-0.146
14-05-5429-43,-0.605,-0.969
14-05-0040-43,-0.752,-2.176
14-05-4997-43,-0.335,-0.611
14-05-0040-43,-1.084,-0.611
14-05-4997-43,-0.991,-0.154
14-05-5429-43,-0.209,-2.632
14-05-4997-43,0.147,-0.426
14-05-0040-43,-0.911,-0.918
14-05-5429-43,-0.832,-1.325
14-05-0040-43,0.031,-0.147
14-05-4997-43,-0.087,-1.737
14-05-0040-43,-0.545,-1.303
14-05-0040-43,-0.684,-1.031
14-05-0040-43,0.075,-0.436
14-05-0040-43,-0.752,-0.969
14-05-4997-43,-1.084,0.128
14-05-4997-43,-0.545,-0.154
14-05-4997-43,-0.285,-0.754
14-05-5429-43,-0.412,-0.138
14-05-5429-43,-0.684,-1.176
14-05-0040-43,-2.078,-3.342
14-05-0040-43,0.075,-3.226
14-05-5429-43,-0.545,-1.117
14-05-0040-43,0.488,0.046
14-05-0040-43,0.031,-0.279
14-05-4997-43,-0.162,-0.847
14-05-0040-43,0.031,-0.007
14-05-4997-43,0.075,-0.43
14-05-5429-43,-0.467,-1.235
14-05-4997-43,-1.165,0.134
14-05-4997-43,0.147,-0.147
14-05-5429-43,-1.496,-0.581
11-07-0207-43,-0.087,-2.601
11-07-0409-43,0.42,0.385
11-07-0207-43,0.83,0.396
11-07-0383-43,-0.605,0.378
11-07-0409-43,-0.335,-0.783
11-07-0207-43,-0.467,-0.754
11-07-0409-43,-0.042,-0.519
11-07-0207-43,0.534,1.081
11-07-0409-43,-0.335,0.134
11-07-0207-43,0.031,-0.299
11-07-0207-43,-0.545,0.261
11-07-0383-43,0.075,0.249
11-07-0383-43,0.766,0.254
11-07-0409-43,0.075,-0.43
11-07-0207-43,-0.042,-0.014
11-07-0383-43,1.068,-0.088
11-07-0409-43,0.488,-0.519
11-07-0409-43,-0.335,-0.741
11-07-0409-43,1.262,0.657
11-07-0383-43,-0.752,0.265
11-07-0383-43,0.147,0.775
11-07-0383-43,-0.042,-0.288
11-07-0383-43,-0.467,0.0
11-07-0383-43,-0.545,0.134
11-07-0383-43,-0.209,-0.007
11-07-0383-43,-0.285,-0.369
11-07-0383-43,0.147,0.505
11-07-0383-43,0.948,0.925
11-07-0383-43,-0.684,-0.783
11-07-0409-43,0.191,-1.109
11-07-0409-43,0.031,-0.288
11-07-0383-43,-0.335,-0.088
11-07-0383-43,0.42,-0.138
11-07-0383-43,-0.545,-0.754
11-07-0383-43,-0.752,0.254
11-07-0383-43,0.305,-0.43
11-07-0383-43,0.262,-0.146
11-07-0383-43,2.466,1.613
11-07-0383-43,-0.285,-0.226
13-02-0066-43,-1.755,-2.191
13-02-0066-43,-0.605,0.385
13-02-0112-43,1.262,-0.436
13-02-0056-43,-1.165,0.254
13-02-0158-43,-0.752,-0.014
13-02-0139-43,2.238,1.322
13-02-0156-43,-0.911,-1.836
13-02-0156-43,-1.579,-1.41
13-02-0156-43,0.147,0.394
13-02-0112-43,1.068,-0.226
13-02-0112-43,0.031,-0.146
13-02-0056-43,-1.084,-0.611
13-02-0139-43,0.42,0.265
13-02-0066-43,-3.332,-4.673
13-02-0066-43,-4.558,-3.342
13-02-0056-43,-0.832,-0.012
13-02-0139-43,0.262,-0.138
13-02-0139-43,0.948,-0.014
13-02-0066-43,0.031,-0.007
13-02-0112-43,0.075,-1.466
13-02-0158-43,0.262,-0.519
13-02-0112-43,-0.042,-0.154
13-02-0158-43,-0.285,-1.031
13-02-0112-43,1.191,-0.147
13-02-0112-43,0.83,0.396
13-02-0056-43,-1.084,0.305
13-02-0139-43,-0.832,1.165
13-02-0112-43,-0.042,-0.138
13-02-0139-43,1.694,1.836
13-02-0112-43,1.859,0.394
13-02-0156-43,-0.684,-1.41
13-02-0156-43,-0.412,-1.235
13-02-0139-43,0.948,1.081
13-02-0158-43,0.147,-0.007
13-02-0066-43,-0.042,-0.014
13-02-0156-43,-0.087,-0.754
13-02-0139-43,1.694,1.165
13-02-0056-43,-0.832,-0.58
13-02-0066-43,0.83,0.128
13-02-0056-43,-1.579,-0.783
13-02-0139-43,1.908,1.456
13-02-0112-43,0.262,-0.088
13-02-0139-43,1.542,0.656
13-02-0139-43,2.283,0.787
13-02-0066-43,-0.335,-1.809
13-02-0139-43,1.694,0.816
13-02-0158-43,0.375,-0.58
13-02-0066-43,-4.558,-0.59
13-02-0056-43,0.649,0.525
13-02-0139-43,1.908,0.254
13-02-0066-43,-1.579,-0.918
13-02-0056-43,0.375,-0.007
13-02-0066-43,-0.209,0.134
13-02-0158-43,-0.042,-1.117
13-02-0156-43,0.375,0.526
13-02-0066-43,-4.471,-4.465
13-02-0158-43,0.191,-0.912
13-02-0056-43,0.147,-0.58
13-02-0066-43,-4.558,-0.369
13-02-0156-43,0.305,-1.098
13-02-0056-43,-0.209,0.261
13-02-0139-43,1.908,0.261
13-02-0158-43,0.147,-0.581
13-02-0156-43,-0.911,-1.109
13-02-0056-43,0.715,0.249
13-02-0066-43,-3.245,-3.264
13-02-0139-43,0.375,-0.012
13-02-0066-43,2.038,0.046
13-02-0156-43,-0.285,-0.847
13-02-0112-43,0.375,0.385
13-02-0139-43,2.238,1.041
13-02-0112-43,-0.042,-0.741
13-02-0066-43,-0.545,-0.436
13-02-0112-43,-0.087,-0.783
13-02-0112-43,-0.412,-0.138
13-02-0139-43,0.766,0.394
13-02-0139-43,-0.162,0.433
13-02-0158-43,-0.605,-0.928
13-02-0139-43,1.454,0.56
13-02-0066-43,-3.245,-0.43
13-02-0158-43,1.262,0.0
13-02-0158-43,-0.545,-0.611
13-02-0139-43,0.601,0.79
13-02-0066-43,2.735,1.629
13-02-0156-43,0.262,0.505
13-02-0156-43,0.649,-3.226
13-02-0066-43,0.305,-2.601
13-02-0066-43,0.147,-2.525
13-02-0112-43,1.262,0.763
13-02-0056-43,0.305,-0.369
10-13-0287-43,1.132,0.433
10-13-0287-43,-0.162,-0.918
10-13-1748-43,0.191,-0.088
10-13-1748-43,-0.087,0.249
10-13-1748-43,-0.162,0.254
10-13-0285-43,-0.042,-0.59
10-13-1748-43,0.075,0.525
10-13-1748-43,0.031,0.526
10-13-0285-43,-0.412,-0.45
10-13-0287-43,-0.162,-0.754
10-13-1748-43,0.885,-0.088
10-13-0285-43,-0.832,-0.146
10-13-0285-43,-0.545,-0.146
10-13-1748-43,0.42,0.505
10-13-1748-43,-0.087,-0.369
10-13-1748-43,-0.335,0.177
10-13-0285-43,0.715,0.394
10-13-0287-43,1.262,0.893
10-13-0287-43,2.283,0.261
10-13-1748-43,0.885,-0.154
10-13-1748-43,0.715,0.656
10-13-1748-43,1.595,0.525
10-13-1748-43,-0.335,-0.147
10-13-1748-43,-0.162,-0.012
10-13-0285-43,-0.684,-0.677
10-13-0287-43,-0.285,-1.41
10-13-0285-43,0.191,-0.741
10-13-0287-43,-0.087,-0.741
10-13-0287-43,-0.752,0.254
10-13-0287-43,0.375,-1.303
10-13-1748-43,-0.209,-0.426
10-13-0287-43,2.283,0.56
10-13-1748-43,0.948,0.525
10-13-0287-43,-0.684,-0.611
10-13-0285-43,-0.605,0.396
10-13-1748-43,-0.162,-0.147
10-13-1748-43,-0.209,-0.007
10-13-0285-43,0.305,-0.677
10-13-0287-43,0.191,0.921
10-13-0287-43,-1.165,-0.146
10-13-0285-43,-0.605,-0.743
10-13-1748-43,0.305,0.394
10-13-1748-43,-0.162,-0.45
10-13-1748-43,-0.467,-0.007
10-13-0285-43,0.262,0.12
10-13-1748-43,0.766,-0.014
10-13-0285-43,-0.832,-0.154
10-13-0285-43,-0.412,0.505
10-13-0287-43,0.948,-0.226
10-13-1748-43,-0.412,-0.226
10-13-1748-43,-0.209,0.254
10-13-1748-43,-1.084,-0.45
10-13-0287-43,0.262,-0.146
10-13-0287-43,-0.285,-0.43
10-13-0287-43,-0.752,-0.138
10-13-1748-43,1.191,-0.286
10-13-0285-43,0.488,-0.754
10-13-1748-43,-0.042,0.921
10-13-1748-43,-0.087,-0.299
10-13-1748-43,0.031,0.56
10-13-1748-43,-0.412,-0.436
10-13-0287-43,0.885,1.057
10-13-0287-43,0.305,-0.226
10-13-1748-43,0.075,-0.847
10-13-0285-43,1.191,-0.146
10-13-1748-43,-0.545,0.265
10-13-0285-43,-0.752,-0.912
10-13-0287-43,-0.162,-0.147
10-13-1748-43,0.766,-0.279
10-13-0287-43,0.031,-0.279
10-13-0285-43,-0.752,-1.685
10-13-0287-43,2.509,1.041
10-13-0285-43,0.601,-0.369
10-13-1748-43,-1.084,0.12
10-13-1748-43,-0.087,-0.279
10-13-0285-43,0.42,-0.519
10-13-0285-43,-0.605,-0.154
10-13-0287-43,-0.042,-0.611
10-13-0287-43,-0.335,-0.928
10-13-0285-43,0.305,-1.32
10-13-0285-43,-0.991,-0.138
10-13-1748-43,-0.285,0.249
10-13-0285-43,-0.209,-0.741
10-13-0287-43,1.32,-0.426
10-13-0285-43,1.398,-0.45
10-13-0285-43,0.031,-0.154
10-13-0285-43,-0.467,-0.279
10-13-0287-43,1.746,-0.519
10-13-0285-43,-0.412,-4.673
10-13-0285-43,0.031,0.177
14-19-0030-43,0.715,1.494
14-19-0030-43,-0.335,-0.146
14-19-0030-43,-0.467,-0.286
14-19-0030-43,-0.335,-0.154
14-19-0726-43,0.885,0.645
14-19-0726-43,0.075,-0.754
14-19-0030-43,-0.991,-2.191
14-19-0030-43,-0.162,-0.847
14-19-0030-43,-1.496,-2.632
14-19-0030-43,1.398,1.081
14-19-0030-43,-2.604,-2.632
14-19-0030-43,-0.467,0.12
14-19-0030-43,-0.285,-0.519
14-19-0030-43,0.075,-1.32
14-19-0726-43,-0.209,0.265
14-19-0030-43,-0.285,-1.176
14-19-4227-43,-0.605,-3.264
14-19-0030-43,0.191,-0.299
14-19-0030-43,-0.911,-0.847
14-19-0030-43,0.031,-1.56
14-19-0030-43,0.488,-2.072
14-19-0030-43,0.488,0.893
14-19-0726-43,0.147,-0.286
14-19-0726-43,-0.087,-0.146
14-19-0726-43,1.398,-1.031
14-19-0726-43,-0.752,-0.369
14-19-0030-43,-1.165,-2.601
14-19-0030-43,-0.412,-0.611
14-19-0030-43,-0.832,-0.012
14-19-0030-43,-0.162,-0.288
14-19-0726-43,2.466,0.925
14-19-0030-43,0.191,-0.426
14-19-0030-43,1.132,-0.007
14-19-0030-43,-0.209,-0.677
14-19-0726-43,-0.605,-0.59
14-19-0726-43,-0.467,-0.012
14-19-0726-43,-1.839,-3.226
14-19-4227-43,-0.991,-1.303
14-19-4227-43,-0.335,-1.842
14-19-4227-43,-2.604,-1.842
14-19-4227-43,0.075,-2.632
14-19-0030-43,-1.084,-0.969
14-19-0726-43,1.454,-0.014
14-19-0030-43,0.147,-1.117
14-19-0030-43,0.147,-0.58
14-19-0030-43,-1.084,-0.59
14-19-0726-43,-0.285,-0.677
14-19-0726-43,0.191,0.12
14-19-0030-43,-0.087,0.122
14-19-0726-43,-0.605,-0.279
14-19-4227-43,-0.285,-1.737
14-19-0030-43,-0.042,-1.098
14-19-4227-43,-0.752,-2.632
14-19-0030-43,-0.991,-2.024
14-19-4227-43,-0.605,-1.685
14-19-4227-43,-0.087,-1.303
14-19-0726-43,0.075,-0.743
14-02-0107-43,-0.335,-0.754
14-02-0098-43,-0.209,0.56
14-02-0098-43,0.191,-0.288
14-02-0107-43,-0.467,-0.59
14-02-0107-43,0.488,-0.007
14-02-0098-43,-0.545,-0.783
14-02-0107-43,-1.084,-0.286
14-02-0107-43,-0.087,-0.743
14-02-0098-43,0.031,0.128
14-02-0107-43,-0.042,0.261
14-02-0107-43,-0.412,-0.43
14-02-0098-43,-1.359,-0.088
14-02-0107-43,-0.752,-0.286
14-02-0107-43,-0.087,0.378
14-02-0098-43,-0.335,-0.43
14-02-0107-43,0.305,-0.743
14-02-0098-43,-0.832,-0.43
14-02-0009-43,-0.042,0.046
14-02-0098-43,0.488,-0.847
14-02-0107-43,-0.285,0.261
14-02-0107-43,-0.285,0.254
14-02-0009-43,0.075,-0.436
14-02-0107-43,0.031,0.177
14-02-0107-43,-0.832,-0.436
14-02-0107-43,-0.087,-0.007
14-02-0107-43,-0.335,-0.677
14-02-0009-43,-0.209,-0.754
14-02-0098-43,-0.209,-0.426
14-02-0107-43,-0.545,-0.226
14-02-0107-43,-0.545,0.396
14-02-0098-43,-0.285,0.254
14-02-0098-43,-1.165,-0.436
14-02-0107-43,-0.467,0.254
14-02-0107-43,-0.684,-0.286
14-02-0107-43,-0.285,-1.031
14-02-0107-43,-0.335,0.122
14-02-0107-43,-1.276,0.433
14-02-0098-43,0.147,0.633
14-02-0098-43,0.305,0.688
14-02-0107-43,-0.087,-1.176
14-02-0009-43,-0.162,-0.611
14-02-0009-43,-1.276,-0.299
14-02-0098-43,0.305,0.134
14-02-0107-43,-0.467,0.396
14-02-0009-43,-1.084,-0.012
14-02-0107-43,-0.545,-0.43
14-02-0107-43,0.262,0.265
14-02-0098-43,0.649,-0.43
14-02-0098-43,-0.335,-0.279
14-02-0107-43,-0.042,-0.45
14-02-0107-43,0.191,0.122
14-02-0107-43,-1.579,-0.299
14-02-0107-43,0.031,0.265
14-02-0098-43,-0.467,-0.154
14-02-0098-43,-0.162,-0.426
14-02-0098-43,-0.467,-0.59
14-02-0009-43,-0.087,0.0
14-02-0107-43,-0.412,0.305
14-02-0107-43,-0.162,0.265
04-01-0015-43,-0.087,0.254
04-01-0018-43,0.649,0.254
04-01-0015-43,-0.684,-0.299
04-01-0018-43,0.375,0.177
04-01-0083-43,0.305,0.657
04-01-0018-43,0.031,0.396
04-01-0015-43,-0.087,-0.088
04-01-0015-43,-0.042,0.378
04-01-0015-43,1.542,-0.741
04-01-0015-43,1.191,0.254
04-01-0083-43,1.262,0.787
04-01-0083-43,1.32,0.261
04-01-0083-43,1.262,0.12
04-01-0018-43,1.746,1.613
04-01-0083-43,3.105,1.98
04-01-0083-43,1.859,0.775
04-01-0083-43,0.885,1.836
04-01-0018-43,0.601,-0.014
04-01-0018-43,0.83,0.261
04-01-0018-43,0.766,-0.012
04-01-0018-43,0.147,0.657
04-01-0083-43,0.948,1.307
04-01-0015-43,1.262,-0.59
04-01-0015-43,-0.042,-1.109
04-01-0015-43,0.766,0.261
04-01-0083-43,2.085,0.657
04-01-0018-43,1.859,1.51
04-01-0083-43,1.32,0.526
04-01-0015-43,0.601,1.062
04-01-0083-43,1.694,0.816
04-01-0018-43,0.42,0.526
04-01-0015-43,0.375,-0.147
04-01-0018-43,0.766,0.378
04-01-0083-43,2.038,1.179
04-01-0015-43,0.262,-0.146
04-01-0018-43,0.715,0.134
04-01-0083-43,1.398,0.526
04-01-0018-43,1.132,-0.012
04-01-0083-43,1.132,1.041
04-01-0083-43,2.775,0.378
04-01-0018-43,0.534,-0.288
04-01-0018-43,1.746,1.655
04-01-0015-43,0.375,0.128
04-01-0018-43,1.007,0.433
04-01-0018-43,0.948,1.165
04-01-0018-43,1.32,-0.014
04-01-0018-43,-0.042,0.0
04-01-0083-43,1.859,1.51
04-01-0083-43,1.595,0.433
04-01-0015-43,1.454,1.027
04-01-0083-43,0.375,1.322
04-01-0015-43,-0.684,0.177
04-01-0015-43,0.305,-0.369
04-01-0083-43,0.42,0.763
04-01-0083-43,0.83,0.0
04-01-0018-43,2.775,1.503
04-01-0018-43,0.42,-0.369
04-01-0083-43,1.908,1.204
04-01-0015-43,0.885,-0.154
04-01-0083-43,1.191,1.218
04-01-0015-43,0.649,-0.519
04-01-0018-43,0.42,0.134
04-01-0083-43,0.649,1.503
04-01-0018-43,1.132,1.179
04-01-0015-43,0.375,-0.58
04-01-0083-43,0.262,0.525
04-01-0083-43,1.398,-0.138
04-01-0018-43,0.147,-0.088
04-01-0018-43,0.191,0.394
04-01-0083-43,1.191,0.515
04-01-0018-43,1.694,0.775
04-01-0083-43,1.694,0.177
04-01-0015-43,0.649,-0.286
04-01-0083-43,1.908,0.763
04-01-0018-43,0.83,0.633
04-01-0015-43,-0.545,-0.928
04-01-0018-43,1.068,0.787
04-01-0018-43,-0.087,-0.226
04-01-0015-43,1.191,0.526
04-01-0018-43,-0.911,0.128
04-01-0083-43,0.305,0.249
04-01-0015-43,-0.467,-0.43
04-01-0018-43,0.885,-2.024
04-01-0015-43,0.715,0.0
04-01-0015-43,0.147,-0.847
04-01-0015-43,1.262,-0.783
04-01-0083-43,0.948,0.433
04-01-0018-43,-0.684,0.128
04-01-0083-43,0.147,-0.58
04-01-0018-43,0.948,0.775
04-01-0015-43,1.595,0.254
04-01-0015-43,1.007,1.197
01-06-1385-43,0.191,0.775
01-06-6456-43,0.075,-0.007
01-06-6456-43,1.454,0.396
01-06-6456-43,2.038,1.041
01-06-1381-43,3.068,1.197
01-06-1385-43,0.715,0.122
01-06-6456-43,2.283,2.02
01-06-1381-43,1.132,0.816
01-06-1381-43,0.649,0.645
01-06-6456-43,0.766,0.79
01-06-6456-43,2.466,0.505
01-06-1381-43,0.649,0.688
01-06-1385-43,1.694,-0.146
01-06-1385-43,0.715,-0.928
01-06-6456-43,1.694,1.057
01-06-1385-43,3.068,1.361
01-06-6456-43,1.694,0.394
01-06-6456-43,0.83,0.385
01-06-1385-43,2.283,0.947
01-06-1385-43,-0.285,-0.014
01-06-1385-43,1.908,1.342
01-06-6456-43,-0.209,-0.45
01-06-1381-43,2.238,0.925
01-06-1385-43,3.105,1.027
01-06-1385-43,0.305,-0.743
01-06-1385-43,1.694,1.613
01-06-1381-43,1.007,1.062
01-06-6456-43,2.038,0.265
01-06-1385-43,1.32,0.688
01-06-6456-43,1.398,1.836
01-06-1381-43,-0.545,0.378
01-06-6456-43,2.085,0.633
01-06-1385-43,1.262,1.342
01-06-1385-43,-0.412,-2.481
01-06-6456-43,1.595,0.688
01-06-1381-43,1.132,1.797
01-06-1381-43,2.283,2.228
01-06-1385-43,1.132,-0.369
01-06-6456-43,2.038,0.688
01-06-1381-43,0.948,0.505
01-06-1385-43,-0.605,0.0
01-06-6456-43,3.52,2.411
01-06-6456-43,2.283,0.79
01-06-1385-43,1.694,0.378
01-06-1381-43,1.694,0.921
01-06-6456-43,0.715,-0.146
01-06-6456-43,3.105,0.947
01-06-1381-43,-0.087,0.396
01-06-1381-43,2.509,0.816
01-06-6456-43,2.238,0.893
01-06-1381-43,0.715,0.261
01-06-1381-43,1.542,0.249
01-06-1381-43,0.147,0.134
01-06-6456-43,-0.209,0.907
01-06-1385-43,-0.335,-0.288
01-06-1381-43,1.32,0.505
01-06-1381-43,2.085,1.081
01-06-1381-43,1.454,0.122
01-06-1385-43,0.885,0.925
01-06-6456-43,1.068,0.633
01-06-1385-43,1.908,0.385
01-06-6456-43,0.262,0.305
01-06-6456-43,1.908,-0.014
01-06-6456-43,1.595,-0.426
01-06-6456-43,2.038,1.197
01-06-1381-43,2.775,1.041
01-06-1385-43,1.32,0.79
01-06-1385-43,2.085,1.456
01-06-6456-43,0.534,0.505
01-06-1385-43,1.068,-0.279
14-03-0145-43,0.715,0.763
14-03-0143-43,1.32,1.664
14-03-0144-43,0.534,0.12
14-03-0143-43,0.305,-0.088
14-03-0143-43,1.398,1.027
14-03-0143-43,0.147,0.254
14-03-0145-43,1.191,0.134
